id,genetic,length,mass,exercise,smoking,alcohol,sugar,lifespan
4060,76,202,74,1,17,6,1,68
4061,76,166,85,3,0,8,2,88
4062,76,160,72,2,11,9,4,60
4063,76,199,79,1,19,9,3,56
4064,76,183,80,2,15,7,3,66
4065,76,165,79,3,10,9,4,75
4066,76,198,71,1,12,7,1,72
4067,76,168,83,1,14,6,3,63
4068,76,186,79,0,0,7,2,69
4069,76,191,89,1,16,9,3,55
4070,76,174,86,1,6,1,2,68
4071,76,197,72,2,15,6,2,74
4072,76,189,75,2,0,8,3,81
4073,76,205,77,3,5,5,3,90
4074,76,185,74,1,19,3,2,62
4075,76,185,107,2,0,7,2,78
4076,76,166,81,1,6,6,3,60
4077,76,160,81,3,2,9,3,87
4078,76,202,71,1,9,9,2,69
4079,76,181,67,2,0,6,2,87
4080,76,169,85,0,18,3,3,49
4081,76,176,82,2,13,2,3,79
4082,76,171,92,2,8,7,3,71
4083,76,181,68,1,4,5,2,76
4084,76,193,81,2,18,0,2,79
4085,76,185,72,2,14,5,3,72
4086,76,167,105,1,12,2,3,53
4087,76,210,94,3,4,2,3,96
4088,76,189,74,1,21,1,2,61
4089,76,190,80,2,20,8,4,65
4090,76,165,87,1,22,0,2,61
4091,76,178,81,3,0,9,3,89
4092,76,214,79,1,17,1,2,66
4093,76,200,62,2,5,7,1,85
4094,76,196,104,1,16,7,1,66
4095,76,171,65,1,16,6,1,67
4096,,177,70,1,22,7,2,70
4097,80,183,101,0,4,8,4,57
4098,76,188,65,1,17,8,4,59
4099,80,190,94,2,12,5,3,73
4100,80,169,96,2,7,9,3,69
4101,81,179,93,3,14,9,1,84
4102,79,200,71,1,1,9,2,78
4103,84,175,70,2,3,0,2,97
4104,80,185,65,1,6,9,3,66
4105,81,181,91,1,0,1,3,82
4106,81,188,83,1,16,6,3,64
4107,78,172,81,1,9,7,2,68
4108,79,168,82,3,0,6,2,92
4109,79,173,91,3,10,9,4,75
4110,79,178,70,2,21,6,2,77
4111,79,196,78,1,7,7,1,76
4112,81,205,79,0,20,8,3,53
4113,82,158,65,1,14,4,2,72
4114,76,160,88,3,1,9,4,77
4115,79,179,108,1,0,9,1,69
4116,81,174,61,2,18,2,2,76
4117,78,172,92,1,8,0,3,70
4118,78,184,62,2,11,7,4,78
4119,81,184,81,2,0,5,3,86
4120,80,186,67,2,3,1,3,95
4121,80,174,61,1,13,8,2,63
4122,81,206,97,1,1,5,1,84
4123,80,184,63,1,0,9,3,75
4124,79,175,79,1,9,9,1,72
4125,79,186,63,1,15,4,5,64
4126,82,171,83,1,13,6,2,71
4127,81,194,64,1,9,9,2,73
4128,78,182,60,1,19,3,2,71
4129,83,168,75,3,14,6,1,93
4130,76,175,97,1,3,9,4,61
4131,78,167,76,1,7,7,2,66
4132,77,161,87,1,21,5,2,56
4133,80,187,93,1,6,6,3,66
4134,81,179,77,2,1,2,2,88
4135,77,169,65,2,12,9,2,72
4136,78,182,97,2,5,9,4,76
4137,80,187,69,2,16,5,1,82
4138,80,201,62,2,7,4,3,88
4139,80,176,89,2,0,5,3,81
4140,79,172,75,3,7,8,2,89
4141,79,164,86,3,16,2,3,85
4142,80,184,77,1,0,8,3,74
4143,78,161,103,1,13,1,2,64
4144,80,184,60,3,1,1,2,102
4145,79,204,62,1,10,2,4,74
4146,82,174,73,2,3,9,2,82
4147,79,195,64,1,18,6,2,66
4148,78,195,78,3,12,4,2,92
4149,80,194,68,2,17,8,2,74
4150,79,192,68,2,4,8,2,81
4151,80,192,63,1,18,7,3,68
4152,81,166,103,1,6,4,3,65
4153,79,204,64,1,0,8,2,87
4154,77,193,66,1,1,5,1,87
4155,79,202,75,3,12,6,1,92
4156,79,170,72,1,12,4,5,62
4157,79,193,82,1,12,3,4,72
4158,82,166,77,1,5,9,3,68
4159,81,181,87,2,0,8,2,80
4160,81,202,64,1,13,5,1,77
4161,80,184,80,2,19,6,2,74
4162,82,199,68,2,0,8,4,85
4163,79,213,69,1,1,1,1,88
4164,78,189,84,3,19,7,3,82
4165,80,184,79,2,2,9,2,87
4166,80,196,63,0,0,1,4,76
4167,81,165,102,1,2,5,4,64
4168,81,177,72,1,10,2,3,75
4169,78,182,70,0,12,8,3,54
4170,81,182,78,2,1,3,1,95
4171,79,202,72,1,18,10,3,62
4172,79,169,88,2,2,9,2,79
4173,81,154,73,1,17,9,2,63
4174,80,167,61,2,0,2,3,93
4175,81,169,93,2,12,5,3,71
4176,83,179,89,1,18,10,3,57
4177,79,189,92,2,2,9,2,80
4178,79,166,78,1,17,6,3,58
4179,79,176,93,1,6,1,3,73
4180,81,192,67,2,17,8,3,75
4181,80,198,110,1,14,5,4,58
4182,79,172,110,1,7,4,3,63
4183,81,174,91,1,9,8,5,54
4184,81,188,76,1,17,5,3,64
4185,80,184,78,2,0,5,3,84
4186,79,188,72,1,17,9,2,63
4187,79,170,77,1,14,7,2,67
4188,80,201,65,2,17,5,3,72
4189,79,182,62,1,10,2,2,78
4190,80,197,76,1,16,4,2,72
4191,76,181,95,1,12,0,2,70
4192,82,196,73,1,0,2,2,91
4193,83,182,75,1,15,9,3,67
4194,78,187,82,1,17,7,2,66
4195,82,184,91,2,14,7,3,69
4196,78,204,89,1,9,2,2,75
4197,81,182,67,4,0,5,3,105
4198,79,179,86,1,17,8,1,60
4199,78,196,77,0,8,3,4,64
4200,78,189,63,1,0,2,2,86
4201,81,179,70,2,15,8,1,80
4202,78,163,86,0,0,6,1,69
4203,80,202,72,3,1,0,1,109
4204,79,175,77,2,9,8,3,70
4205,81,189,104,2,0,9,2,84
4206,82,183,67,2,5,1,2,96
4207,77,157,85,1,15,6,3,54
4208,78,157,73,2,3,5,2,81
4209,80,177,66,3,14,4,1,90
4210,82,188,66,2,0,6,2,95
4211,80,185,67,1,7,0,1,83
4212,83,171,61,0,21,9,2,60
4213,82,166,68,3,0,1,2,105
4214,81,186,102,3,8,2,1,98
4215,78,186,111,1,8,0,2,75
4216,84,195,77,3,12,4,3,92
4217,78,184,88,2,14,1,1,82
4218,81,158,110,3,5,5,2,82
4219,82,200,96,1,22,4,3,58
4220,82,181,68,3,16,6,2,86
4221,81,195,80,0,15,8,1,62
4222,80,181,83,1,3,0,2,84
4223,79,177,74,1,1,9,1,76
4224,79,164,103,2,5,9,1,77
4225,83,201,71,1,7,5,2,80
4226,80,175,61,1,10,7,2,68
4227,81,192,75,1,19,9,4,57
4228,82,173,82,1,2,3,2,83
4229,79,176,62,1,15,8,1,66
4230,78,197,71,1,13,4,3,68
4231,79,192,80,3,1,6,3,90
4232,82,187,89,0,1,1,3,74
4233,80,206,77,0,2,7,2,73
4234,81,206,75,1,4,8,3,75
4235,80,187,61,2,1,2,2,89
4236,76,170,67,1,17,4,1,63
4237,79,187,91,1,14,2,1,74
4238,79,185,96,1,1,4,1,82
4239,79,178,84,2,22,8,2,65
4240,80,166,94,2,12,6,1,75
4241,80,176,95,2,4,8,2,84
4242,77,181,73,1,20,1,4,64
4243,81,181,83,2,10,4,2,80
4244,79,173,94,3,14,7,1,80
4245,81,174,90,2,2,6,3,77
4246,79,190,66,1,10,8,2,72
4247,81,175,65,1,2,2,2,86
4248,81,186,84,1,20,7,3,61
4249,77,189,83,1,12,7,1,67
4250,81,187,77,1,1,3,3,81
4251,83,169,78,3,4,5,3,96
4252,80,180,86,2,13,5,2,79
4253,78,195,96,0,9,7,4,57
4254,79,167,74,1,9,4,3,63
4255,80,201,68,2,18,3,2,83
4256,83,190,86,2,16,9,4,75
4257,81,172,82,1,19,5,1,65
4258,78,187,73,2,12,9,1,81
4259,83,175,70,2,14,4,3,78
4260,79,168,74,3,3,8,2,93
4261,80,187,63,2,0,6,1,94
4262,82,186,87,1,17,9,2,70
4263,80,170,61,0,8,8,3,64
4264,80,185,96,2,21,6,4,66
4265,78,196,69,1,9,0,3,82
4266,79,185,64,2,17,5,5,71
4267,81,198,81,1,4,8,3,78
4268,80,183,84,2,13,5,2,77
4269,79,173,99,0,4,6,1,66
4270,80,198,64,1,13,6,2,75
4271,81,165,64,3,19,9,3,76
4272,80,160,85,1,5,6,3,68
4273,78,187,102,2,9,3,3,80
4274,80,189,67,2,3,7,1,86
4275,80,182,90,1,2,6,1,80
4276,81,208,89,1,1,6,2,80
4277,83,182,70,1,3,8,2,82
4278,79,195,67,3,17,8,1,88
4279,79,171,86,1,1,6,4,69
4280,83,195,85,3,11,6,1,97
4281,80,180,85,1,3,9,4,70
4282,83,195,62,3,19,1,1,100
4283,81,190,63,2,17,5,4,71
4284,80,194,60,3,7,5,2,101
4285,77,161,66,2,14,6,3,73
4286,82,172,86,1,4,6,2,70
4287,83,159,88,2,17,8,2,68
4288,80,172,73,1,12,7,2,67
4289,80,176,79,2,7,2,3,79
4290,81,174,61,2,11,8,2,85
4291,83,204,84,1,13,0,1,87
4292,78,181,73,3,5,5,3,87
4293,80,187,90,1,21,6,1,60
4294,77,182,74,1,5,7,2,74
4295,79,213,80,1,17,8,3,65
4296,80,171,85,1,3,9,2,72
4297,82,198,79,2,19,5,2,78
4298,82,178,101,1,0,1,3,81
4299,79,178,74,1,7,6,3,69
4300,79,182,68,2,13,7,1,77
4301,81,188,60,2,8,4,2,89
4302,78,205,83,2,1,6,2,84
4303,80,165,78,3,0,0,3,93
4304,80,188,64,1,16,3,2,66
4305,79,179,74,2,11,5,3,72
4306,76,172,80,0,15,4,3,52
4307,81,189,98,1,20,0,1,73
4308,81,187,75,1,9,5,1,78
4309,80,187,94,2,10,9,1,77
4310,81,158,103,1,15,3,1,67
4311,80,176,72,1,9,7,1,73
4312,81,158,85,1,6,7,3,67
4313,79,167,63,2,9,7,2,84
4314,79,168,68,2,7,2,2,87
4315,80,200,81,2,3,7,3,84
4316,78,181,77,1,20,9,2,60
4317,79,170,99,2,3,9,1,80
4318,80,178,107,2,17,8,1,71
4319,78,192,81,1,8,2,1,78
4320,80,197,86,1,14,5,4,64
4321,77,168,66,1,3,8,1,78
4322,81,176,90,2,8,7,2,80
4323,82,197,91,1,17,2,3,69
4324,80,167,77,2,1,8,2,80
4325,79,204,64,2,6,5,3,87
4326,80,184,66,2,1,3,3,88
4327,79,188,89,1,1,4,1,81
4328,77,169,65,2,20,7,3,69
4329,82,184,62,1,1,9,3,73
4330,80,178,110,3,2,8,2,89
4331,81,185,90,1,7,1,1,79
4332,79,209,97,1,2,7,4,70
4333,81,181,94,2,3,3,3,86
4334,79,185,110,1,21,2,3,62
4335,82,172,77,2,1,9,2,85
4336,81,179,96,2,11,10,3,68
4337,77,154,90,2,0,4,2,73
4338,78,179,88,1,9,3,5,62
4339,79,171,87,1,3,4,2,72
4340,79,201,94,3,0,6,1,99
4341,79,180,82,1,0,10,3,72
4342,82,185,67,2,14,0,4,83
4343,79,183,91,2,21,7,2,67
4344,81,191,84,2,20,6,5,67
4345,80,180,82,1,6,8,2,70
4346,83,191,94,1,21,9,3,59
4347,78,191,71,2,0,8,3,87
4348,79,164,75,1,14,3,2,70
4349,78,179,89,1,1,4,4,70
4350,79,160,66,2,14,7,2,76
4351,80,170,81,2,1,8,2,87
4352,80,193,68,1,22,9,2,60
4353,82,166,68,3,1,8,3,94
4354,79,211,69,0,12,3,2,69
4355,80,175,79,1,0,4,2,82
4356,79,157,69,2,7,1,3,83
4357,78,194,73,1,5,8,3,73
4358,80,194,67,3,2,1,1,108
4359,80,182,88,2,3,4,3,82
4360,82,172,97,1,12,9,1,66
4361,84,175,85,1,9,1,2,77
4362,80,187,70,1,1,6,4,75
4363,77,189,69,1,8,8,1,74
4364,80,182,64,2,0,6,3,87
4365,79,168,68,2,1,7,2,83
4366,80,175,71,1,15,7,1,70
4367,80,192,76,1,21,7,2,61
4368,78,179,73,3,17,4,3,88
4369,78,174,97,4,17,9,2,81
4370,80,193,82,2,11,9,4,73
4371,82,177,65,1,0,1,1,94
4372,81,187,67,2,14,5,1,81
4373,81,168,87,2,18,10,2,74
4374,80,177,74,2,19,7,2,73
4375,83,184,76,3,13,9,2,91
4376,79,182,61,1,9,8,3,67
4377,80,165,87,1,22,9,2,53
4378,82,181,96,1,20,8,1,61
4379,77,212,85,0,12,4,2,65
4380,79,210,69,4,0,9,2,108
4381,80,203,106,2,6,6,2,83
4382,81,182,74,2,6,6,2,90
4383,81,167,110,3,19,0,2,79
4384,79,171,70,1,1,9,2,80
4385,76,155,112,2,8,3,4,67
4386,77,197,80,1,1,5,1,82
4387,80,197,81,1,17,0,1,75
4388,78,178,71,1,3,1,3,80
4389,82,184,77,3,0,4,2,98
4390,78,182,84,2,7,7,1,80
4391,81,196,74,1,1,7,2,78
4392,80,177,67,3,3,0,2,102
4393,78,179,85,2,7,7,1,80
4394,79,188,70,1,0,9,2,80
4395,79,174,72,2,0,8,4,80
4396,79,199,62,3,4,1,3,103
4397,80,191,73,1,13,3,3,69
4398,79,167,109,1,8,5,3,57
4399,82,180,68,1,2,8,1,84
4400,83,188,70,1,10,4,2,83
4401,76,206,90,2,10,7,4,71
4402,79,180,64,2,0,7,2,86
4403,81,195,74,1,5,2,4,74
4404,81,183,70,2,20,3,4,69
4405,80,176,91,2,12,8,2,69
4406,81,178,64,1,15,7,2,72
4407,81,182,103,1,2,4,2,78
4408,81,194,70,2,18,9,3,78
4409,80,176,82,2,21,6,3,62
4410,81,194,79,2,11,7,2,78
4411,81,197,68,1,21,5,2,68
4412,77,165,60,3,18,5,3,79
4413,80,171,83,2,19,2,3,74
4414,80,191,64,2,9,8,1,85
4415,79,202,63,3,2,6,2,96
4416,78,174,108,2,16,3,4,67
4417,79,187,64,2,21,8,2,76
4418,82,204,63,1,0,5,1,94
4419,76,186,73,1,0,1,4,76
4420,82,194,81,2,0,3,4,88
4421,81,183,83,1,0,9,4,71
4422,78,174,80,2,5,8,2,77
4423,80,180,85,3,10,7,2,90
4424,78,213,75,3,19,7,4,73
4425,81,170,92,2,10,7,3,74
4426,81,185,67,1,22,7,3,60
4427,80,166,69,1,7,5,3,72
4428,79,170,75,1,10,5,2,68
4429,83,191,97,2,10,0,2,85
4430,81,186,70,1,3,8,1,87
4431,81,158,82,2,1,2,2,88
4432,80,185,83,1,5,7,2,78
4433,78,167,72,1,2,3,4,73
4434,79,180,83,1,20,3,4,62
4435,79,214,89,1,13,2,2,79
4436,81,193,111,2,15,9,4,63
4437,81,174,70,1,13,7,2,73
4438,82,183,80,2,11,8,2,83
4439,80,207,74,2,2,9,1,90
4440,81,190,80,1,2,3,2,81
4441,80,173,62,1,6,4,3,78
4442,81,175,64,1,12,9,1,73
4443,82,167,74,1,0,4,2,80
4444,78,179,78,2,2,0,1,90
4445,79,204,68,1,1,7,2,80
4446,78,192,64,1,12,6,4,70
4447,79,203,104,2,2,7,3,81
4448,76,183,70,4,5,4,1,103
4449,80,186,70,2,4,5,3,88
4450,81,167,72,2,9,9,3,68
4451,80,158,74,1,8,7,3,63
4452,81,164,66,4,7,3,1,103
4453,81,170,82,0,1,6,3,65
4454,80,182,97,0,10,2,2,62
4455,81,207,110,1,18,5,2,65
4456,83,165,81,1,10,8,2,73
4457,82,190,79,1,19,3,3,66
4458,80,183,74,3,21,8,3,77
4459,84,203,85,1,19,2,3,72
4460,80,165,72,2,7,7,3,78
4461,80,162,105,2,17,7,3,63
4462,78,191,111,1,21,8,2,55
4463,78,186,63,3,14,8,2,83
4464,80,157,77,3,16,3,3,80
4465,83,180,95,1,9,9,2,68
4466,80,167,65,3,0,8,4,88
4467,81,163,74,2,1,4,1,86
4468,82,184,89,2,3,10,3,79
4469,81,172,91,2,20,7,2,65
4470,77,184,94,2,5,9,3,74
4471,81,202,93,2,5,6,3,88
4472,79,173,79,3,11,6,4,86
4473,80,195,69,3,0,4,2,109
4474,79,175,86,1,12,4,5,56
4475,81,206,99,1,10,7,2,75
4476,79,175,64,1,17,3,1,74
4477,79,185,72,3,6,8,1,97
4478,80,179,93,1,0,6,2,81
4479,80,200,77,1,1,2,2,86
4480,81,170,90,1,11,1,3,70
4481,83,202,112,1,9,1,2,77
4482,83,204,102,2,15,9,3,76
4483,81,194,62,1,9,9,2,79
4484,78,196,86,2,17,6,2,76
4485,79,176,66,4,12,8,2,94
4486,81,181,94,3,15,3,3,88
4487,78,187,81,1,19,8,2,56
4488,80,178,96,2,2,4,2,85
4489,81,199,86,2,5,7,1,93
4490,80,170,73,1,16,9,2,59
4491,83,179,63,1,1,2,3,88
4492,82,183,110,1,13,7,1,71
4493,79,193,82,2,18,5,3,73
4494,81,199,69,3,12,8,3,92
4495,81,169,61,2,20,0,3,78
4496,80,171,82,3,17,2,1,93
4497,81,187,70,0,0,10,2,71
4498,82,204,71,1,15,6,2,68
4499,78,200,79,2,10,5,2,84
4500,82,175,74,2,4,3,4,79
4501,80,202,86,2,10,6,1,89
4502,81,178,84,1,1,3,4,71
4503,78,191,97,2,7,7,2,76
4504,80,179,82,2,13,3,2,79
4505,79,201,71,2,16,0,2,79
4506,79,191,78,3,7,5,1,96
4507,80,190,74,1,1,5,2,86
4508,83,207,66,2,3,5,3,89
4509,79,162,91,2,9,5,3,70
4510,80,162,86,1,5,7,2,70
4511,81,187,67,0,4,6,2,73
4512,81,176,73,0,0,2,3,75
4513,77,202,87,3,12,5,2,88
4514,81,179,71,1,5,6,3,77
4515,78,189,72,2,1,1,2,91
4516,78,186,71,1,13,8,3,65
4517,81,193,103,1,17,4,2,67
4518,80,185,83,2,19,5,3,75
4519,80,192,76,1,18,6,2,65
4520,80,193,91,3,2,10,2,88
4521,80,192,67,3,7,9,2,91
4522,81,201,85,0,14,6,1,63
4523,82,202,94,2,22,6,2,69
4524,78,196,94,1,15,5,5,62
4525,82,173,77,3,20,5,3,81
4526,80,188,84,2,11,6,1,86
4527,80,185,85,0,13,8,1,59
4528,77,186,69,3,8,7,2,91
4529,82,173,92,1,19,7,3,60
4530,82,172,90,3,12,6,3,81
4531,81,175,81,2,6,10,3,79
4532,79,185,74,1,16,9,4,57
4533,80,188,77,1,18,8,1,67
4534,79,189,75,2,14,8,3,76
4535,81,168,64,1,10,6,2,71
4536,79,188,67,1,18,3,2,68
4537,81,181,66,1,15,8,1,69
4538,82,179,78,3,3,1,4,99
4539,78,187,80,1,18,9,5,51
4540,83,188,74,1,8,8,2,74
4541,83,180,95,1,10,9,3,62
4542,81,166,72,1,2,2,2,75
4543,79,195,89,1,1,6,3,69
4544,79,179,62,2,3,10,4,82
4545,82,174,61,2,11,5,3,85
4546,80,154,95,2,3,9,1,80
4547,82,187,85,1,17,6,3,59
4548,80,163,71,1,15,10,1,65
4549,76,177,64,2,4,7,2,87
4550,81,158,82,1,2,5,3,71
4551,83,183,61,3,11,8,2,92
4552,79,192,88,2,21,0,4,66
4553,81,171,85,2,20,9,3,70
4554,78,177,72,1,0,4,3,82
4555,80,188,60,1,21,6,3,64
4556,79,199,92,2,21,8,3,63
4557,80,187,87,4,18,7,1,91
4558,78,171,111,0,3,9,3,54
4559,78,191,65,2,5,9,3,79
4560,78,178,72,2,1,9,3,80
4561,83,185,64,3,6,1,3,103
4562,80,177,98,2,18,7,3,70
4563,81,177,92,1,14,2,3,67
4564,78,188,87,1,21,6,3,62
4565,81,182,63,1,13,2,4,72
4566,79,207,65,1,1,7,3,82
4567,78,175,67,1,11,5,4,69
4568,82,187,75,2,5,3,3,92
4569,76,170,71,1,0,8,2,79
4570,80,165,107,3,14,5,1,83
4571,77,191,74,2,3,5,4,82
4572,82,211,99,1,0,9,1,80
4573,78,170,90,3,10,4,2,87
4574,77,196,85,1,1,8,2,71
4575,81,168,91,2,13,5,3,74
4576,79,168,63,1,19,6,3,60
4577,79,171,67,2,13,1,2,79
4578,83,196,104,2,5,3,1,96
4579,80,181,100,2,2,4,3,79
4580,80,197,66,3,10,8,2,100
4581,82,194,69,1,18,8,4,65
4582,76,177,62,2,7,1,1,84
4583,79,192,84,1,6,5,3,74
4584,80,166,70,1,0,5,3,75
4585,78,181,61,1,12,3,2,70
4586,80,202,91,2,0,1,4,86
4587,79,174,111,1,12,6,3,59
4588,81,163,77,1,13,9,3,63
4589,82,203,71,1,11,2,3,78
4590,79,187,75,1,20,8,3,62
4591,79,183,89,0,4,9,2,64
4592,79,196,76,3,1,7,2,94
4593,84,193,105,2,18,5,2,72
4594,81,187,93,1,13,2,3,69
4595,80,185,70,2,5,7,1,91
4596,81,199,72,2,18,9,2,78
4597,80,198,60,4,13,7,3,94
4598,82,207,61,0,19,9,3,58
4599,78,190,60,2,4,1,1,96
4600,79,177,76,2,10,4,3,74
4601,81,188,68,1,3,9,2,79
4602,82,183,82,1,19,4,3,62
4603,79,165,83,0,8,8,4,56
4604,79,179,89,1,9,8,3,65
4605,83,182,84,1,1,4,2,87
4606,80,201,78,1,18,7,1,74
4607,81,168,86,1,18,4,2,63
4608,78,185,69,1,14,6,2,67
4609,81,175,62,1,17,7,3,70
4610,80,205,81,2,15,8,3,78
4611,80,182,90,2,12,8,2,72
4612,80,183,81,2,12,7,3,74
4613,79,175,82,2,15,2,2,79
4614,81,204,67,1,18,8,4,61
4615,79,180,63,2,3,5,3,90
4616,80,180,85,2,6,9,1,89
4617,78,186,72,2,14,1,3,75
4618,79,184,68,1,1,9,1,80
4619,80,177,67,2,9,5,2,83
4620,81,195,93,1,4,7,2,75
4621,79,177,96,2,0,5,1,87
4622,77,193,88,2,8,6,2,78
4623,80,166,83,1,21,7,1,64
4624,80,188,101,3,12,6,2,86
4625,80,182,80,2,9,9,2,74
4626,79,185,96,1,18,2,3,62
4627,81,185,100,1,20,7,3,55
4628,76,167,66,2,15,4,2,74
4629,80,178,75,1,21,8,2,59
4630,76,201,71,2,14,9,2,69
4631,78,182,89,0,16,7,2,53
4632,82,204,93,2,3,5,3,86
4633,82,183,68,1,8,4,1,83
4634,80,189,79,1,5,0,1,86
4635,79,169,96,2,17,2,3,68
4636,81,181,91,1,14,4,3,67
4637,80,178,85,2,4,7,1,85
4638,79,193,107,1,2,3,2,79
4639,80,169,79,2,17,9,1,70
4640,79,168,78,0,3,6,4,58
4641,78,174,63,1,0,1,1,84
4642,80,178,91,1,5,3,2,77
4643,78,173,80,2,8,4,4,74
4644,82,175,75,1,17,6,3,67
4645,84,183,80,1,6,9,3,78
4646,82,183,61,2,4,8,3,84
4647,79,193,63,1,10,8,3,74
4648,82,184,95,2,0,7,3,81
4649,81,173,73,2,1,8,3,85
4650,79,164,80,2,0,7,4,75
4651,79,175,86,2,14,9,1,75
4652,80,173,70,2,14,7,3,75
4653,82,180,90,1,17,10,4,57
4654,80,196,65,0,4,8,3,67
4655,80,182,90,0,17,8,2,55
4656,83,169,64,0,9,8,3,65
4657,83,178,67,2,9,6,4,76
4658,81,197,60,1,0,8,1,86
4659,81,199,70,1,6,4,1,80
4660,77,183,74,3,6,2,3,91
4661,80,168,97,2,13,6,1,71
4662,79,206,62,1,12,6,3,75
4663,79,162,61,1,12,3,4,68
4664,78,206,65,2,11,7,2,86
4665,79,170,100,1,17,6,3,58
4666,79,195,93,0,18,2,2,60
4667,80,178,88,1,17,3,4,55
4668,81,185,67,1,22,7,3,65
4669,82,185,112,1,1,9,2,72
4670,79,175,77,3,0,8,2,91
4671,84,192,89,1,20,8,2,61
4672,80,175,75,2,1,6,5,79
4673,79,176,86,1,7,9,2,64
4674,80,176,77,2,6,7,2,81
4675,80,183,85,3,7,8,1,92
4676,81,172,78,1,6,2,3,77
4677,78,178,69,1,5,4,2,74
4678,81,179,71,2,8,9,3,75
4679,78,175,80,1,18,8,2,60
4680,79,177,73,1,14,0,5,63
4681,81,207,79,1,10,2,4,76
4682,79,166,102,1,14,0,3,59
4683,81,179,70,1,16,6,2,73
4684,82,170,79,2,9,9,3,74
4685,79,180,72,1,0,5,2,81
4686,83,192,79,2,15,8,3,79
4687,78,195,83,1,15,5,2,68
4688,78,166,82,1,8,2,3,71
4689,78,191,78,2,19,9,2,65
4690,79,158,84,2,0,8,3,78
4691,79,177,92,3,13,3,2,87
4692,82,193,77,1,7,3,2,81
4693,78,189,81,3,17,10,2,76
4694,80,190,80,1,15,5,3,67
4695,83,185,95,1,0,2,2,83
4696,80,198,89,4,8,4,2,101
4697,82,182,73,2,21,5,2,79
4698,82,185,69,3,13,6,3,86
4699,78,189,88,3,22,6,2,84
4700,77,168,70,2,13,1,3,72
4701,80,200,103,2,4,2,3,88
4702,80,198,70,3,20,6,3,86
4703,81,189,92,1,6,8,3,66
4704,79,177,72,1,19,3,3,63
4705,78,202,88,2,8,5,2,79
4706,79,179,76,1,19,2,1,70
4707,80,199,93,2,0,9,2,84
4708,80,179,81,1,5,7,3,73
4709,79,178,76,2,15,8,2,73
4710,78,171,75,1,0,3,2,79
4711,81,175,65,1,12,7,2,68
4712,81,207,88,1,20,9,3,61
4713,83,193,70,2,1,2,3,92
4714,82,172,97,2,12,5,2,75
4715,81,170,94,2,9,2,1,87
4716,82,174,86,2,0,1,3,94
4717,80,177,69,1,20,8,1,67
4718,82,189,88,2,18,5,4,74
4719,82,198,84,1,16,9,1,67
4720,78,194,89,3,16,1,3,83
4721,82,193,69,2,14,8,1,80
4722,79,183,70,3,15,9,3,79
4723,80,201,83,1,0,8,2,78
4724,80,171,65,1,6,6,1,80
4725,79,176,87,1,12,9,3,56
4726,81,179,94,2,0,3,1,95
4727,81,176,85,2,2,6,3,82
4728,80,174,72,1,1,5,4,72
4729,81,186,63,1,0,6,1,87
4730,81,184,81,1,6,7,2,76
4731,79,200,100,1,6,1,3,81
4732,80,166,73,1,1,3,2,76
4733,77,164,93,1,12,8,4,46
4734,80,173,86,1,4,8,3,68
4735,80,186,86,2,4,3,3,81
4736,79,174,84,0,13,9,2,54
4737,82,199,83,3,15,8,3,83
4738,76,190,65,2,5,8,4,79
4739,84,173,78,2,0,9,2,85
4740,81,161,61,1,5,6,4,70
4741,80,163,86,2,2,8,3,73
4742,77,182,62,1,0,2,3,80
4743,82,183,81,2,1,7,3,86
4744,80,176,83,1,18,9,3,58
4745,82,187,91,1,10,3,2,78
4746,80,205,62,2,19,8,3,69
4747,79,173,96,2,7,4,3,75
4748,80,166,68,1,6,4,2,77
4749,82,187,80,2,0,8,1,90
4750,80,196,108,0,12,4,2,63
4751,79,163,63,1,8,6,4,62
4752,81,192,68,2,20,6,3,76
4753,81,178,96,1,13,3,1,68
4754,79,202,95,1,7,8,3,70
4755,81,206,87,2,19,10,3,67
4756,80,207,62,1,8,6,3,75
4757,77,207,68,1,4,8,2,73
4758,79,198,71,1,8,8,3,69
4759,81,195,61,2,18,4,1,88
4760,78,173,88,0,0,6,1,70
4761,83,183,82,3,20,8,3,81
4762,82,188,80,3,0,3,2,107
4763,80,174,112,1,14,3,2,62
4764,79,185,82,2,4,10,1,81
4765,82,181,80,1,0,10,4,71
4766,77,173,85,1,19,9,2,58
4767,82,209,81,3,16,5,1,94
4768,83,182,69,1,2,9,4,74
4769,81,181,80,0,4,6,1,70
4770,81,174,71,2,10,5,1,82
4771,80,193,99,2,11,3,2,79
4772,80,192,108,3,11,6,2,86
4773,77,167,110,1,5,7,1,67
4774,81,174,65,3,14,8,4,80
4775,80,182,68,2,4,7,3,84
4776,78,165,73,0,11,5,2,62
4777,79,194,71,2,20,9,2,66
4778,80,184,82,1,7,9,2,69
4779,81,187,75,4,8,9,2,97
4780,80,196,76,2,0,7,2,95
4781,81,192,75,3,0,7,4,91
4782,78,190,79,2,4,5,2,81
4783,79,212,78,1,15,3,4,65
4784,76,205,102,1,11,9,2,67
4785,79,158,83,1,0,7,2,74
4786,80,163,90,1,17,1,3,58
4787,80,174,81,1,0,6,2,75
4788,82,186,64,3,0,6,2,100
4789,81,183,72,1,6,9,3,72
4790,80,187,93,3,6,6,2,89
4791,81,183,76,1,10,7,3,64
4792,79,193,61,1,13,6,1,73
4793,80,196,85,1,14,7,4,63
4794,81,211,84,1,8,5,2,74
